Class,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Day,Start,Stop,Unit Dept,Start Mtg Dt,End Mtg Dt,Session ID,Session Desc,Session Start Dt,Session End Dt,School Drop Dt,Last Reg Dt,Eligible Grade Dt,Last Drop w/o W Dt,Last Drop with W Dt,XRG,Non XRG
CAS AN234 A1,Evol Psych,Hodges-Simeo,4,Independent,0,100,,,"Tue,Thu",12:30 PM,1:45 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AN240 A1,Legal Anthro,Barfield,4,Independent,0,30,,,"Tue,Thu",11:00 AM,12:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AN243 A1,Shamans,Korom,4,Independent,0,10,,,"Mon,Wed,Fri",11:15 AM,12:05 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AN252 A1,Ethnic&Idenity,Arkin,4,Independent,0,45,,,"Tue,Thu",9:30 AM,10:45 AM,20226,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AN285 A1,African Crisis,Shipton,4,Independent,0,30,,,"Tue,Thu",12:30 PM,1:45 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AN290 A1,Children & Cult,LaPorte,4,Lecture,0,50,,,"Mon,Wed,Fri",12:20 PM,1:10 PM,20226,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AN290 B2,Children & Cult,LaPorte,0,Discussion,0,25,,,Fri,10:10 AM,11:00 AM,20226,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AN290 B3,Children & Cult,LaPorte,0,Discussion,0,25,,,Wed,2:30 PM,3:20 PM,20226,09/08/2021,12/08/2021,,,,,,,,,,0,0
CAS AN308 A1,Food & Culture,White,4,Independent,0,30,,,"Tue,Thu",9:30 AM,10:45 AM,20226,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AN311 A1,Biotech,Arkin,4,Independent,0,30,,,"Tue,Thu",12:30 PM,1:45 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AN318 A1,Se Asia Tradit,Hefner,4,Independent,0,20,,,"Mon,Wed,Fri",12:20 PM,1:10 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AN319 A1,Muslim Cultures,Haeri,4,Independent,0,30,,,"Mon,Wed,Fri",11:15 AM,12:05 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AN336 A1,Prim Evol Ecol,Schmitt,4,Independent,0,30,,,"Mon,Wed,Fri",12:20 PM,1:10 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AN339 A1,Biomechanics,Garrett,4,Independent,0,30,,,"Tue,Thu",2:00 PM,3:15 PM,20226,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AN344 A1,Modern Japan,White,4,Independent,0,30,,,"Tue,Thu",2:00 PM,3:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AN347 A1,Afghanistan,Barfield,4,Independent,0,30,,,"Tue,Thu",2:00 PM,3:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AN351 A1,Lang Cult&Soc,Kelley,4,Independent,0,60,,,"Mon,Wed,Fri",11:15 AM,12:05 PM,20226,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AN367EMP,Migrtn&Cul Div,Staff,4,Independent,0,999,,,Arranged,,,36671,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN368ESD,Austrl Cult&Soc,Macalintal,4,Independent,0,999,,,Arranged,,,36678,08/18/2021,12/08/2021,SASD,STUDY ABROAD-SYDNEY,08/18/2021,12/08/2021,10/31/2021,08/18/2021,11/27/2021,09/22/2021,10/30/2021,0,0
CAS AN375 A1,Cult&Socofsasia,Korom,4,Independent,0,10,,,"Mon,Wed,Fri",1:25 PM,2:15 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AN397 A1,Anthro & Film,Haeri,4,Independent,0,30,,,Mon,2:30 PM,5:15 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
CAS AN401 A1,Sr Indep Work,Staff,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 A7,Sr Indep Work,Arkin,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 B1,Sr Indep Work,Barfield,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 C1,Sr Indep Work,Cartmill,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 D2,Sr Indep Work,Davidson,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 D4,Sr Indep Work,Schmitt,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 F2,Sr Indep Work,Ngom,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 G1,Sr Indep Work,Staff,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 G2,Sr Indep Work,Garrett,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 H1,Sr Indep Work,Hefner,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 H3,Sr Indep Work,Haeri,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 H4,Sr Indep Work,Hodges-Simeo,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 K1,Sr Indep Work,Korom,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 K3,Sr Indep Work,Knott,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 N1,Sr Indep Work,Staff,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 O2,Sr Indep Work,Staff,4,Directed Study,0,5,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 S1,Sr Indep Work,Shipton,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 S2,Sr Indep Work,Shohet,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 S3,Sr Indep Work,Smith-Hefner,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 T2,Sr Indep Work,Tallman,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 W1,Sr Indep Work,Weller,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 W3,Sr Indep Work,White,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 W4,Sr Indep Work,Staff,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN401 W5,Sr Indep Work,Staff,4,Directed Study,0,10,,,Arranged,,,20226,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AN461 A1,Eth&an Theory 1,Shohet,4,Independent,0,25,,,"Mon,Wed,Fri",10:10 AM,11:00 AM,20226,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AN491 A1,Directed Study,,var,Directed Study,0,0,,,,,,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AN533 A1,Ethnog Genre,Cartmill,4,Independent,0,15,,,"Tue,Thu",9:30 AM,10:45 AM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AN552 A1,Prim Evol Anat,Garrett,4,Independent,0,15,,,"Tue,Thu",11:00 AM,12:15 PM,20226,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AN556 A1,Evol Human Diet,Knott,4,Independent,0,15,,,Mon,2:30 PM,5:15 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
CAS AN559 A1,Evo Endo,Hodges-Simeo,4,Independent,0,15,,,Thu,3:30 PM,6:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AN571 A1,Anth of Emotion,Parla,4,Independent,0,15,,,Fri,2:30 PM,5:15 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AN588 A1,Bioantrho Stats,Schmitt,4,Independent,0,15,,,Fri,2:30 PM,5:15 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AN593 A1,Sem:Cult Anthro,Auslander,4,Independent,0,15,,,Wed,2:30 PM,5:15 PM,,09/08/2021,12/08/2021,,,,,,,,,,0,0
CAS AN593 B1,Sem:Cult Anthro,Smith-Hefner,4,Independent,0,15,,,Tue,3:30 PM,6:15 PM,,09/07/2021,12/07/2021,,,,,,,,,,0,0
CAS AN593 C1,Sem:Cult Anthro,Hefner,4,Independent,0,15,,,Mon,2:30 PM,5:15 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
CAS AR100 A1,Great Discov Ar,Robinson,4,Lecture,0,150,,,"Tue,Thu",2:00 PM,3:15 PM,20231,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AR100 B1,Great Discov Ar,Robinson,0,Discussion,0,25,,,Mon,12:20 PM,1:10 PM,20231,09/13/2021,12/06/2021,,,,,,,,,,0,0
CAS AR100 B2,Great Discov Ar,Robinson,0,Discussion,0,25,,,Mon,1:25 PM,2:15 PM,20231,09/13/2021,12/06/2021,,,,,,,,,,0,0
CAS AR100 B3,Great Discov Ar,Robinson,0,Discussion,0,25,,,Thu,3:35 PM,4:25 PM,20231,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AR100 B4,Great Discov Ar,Robinson,0,Discussion,0,25,,,Fri,10:10 AM,11:00 AM,20231,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AR100 B5,Great Discov Ar,Robinson,0,Discussion,0,25,,,Fri,11:15 AM,12:05 PM,20231,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AR100 B6,Great Discov Ar,Robinson,0,Discussion,0,25,,,Tue,3:35 PM,4:25 PM,20231,09/07/2021,12/07/2021,,,,,,,,,,0,0
CAS AR101 A1,Archaeology,Clarke,4,Lecture,0,60,,,"Tue,Thu",9:30 AM,10:45 AM,20231,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AR101 B1,Archaeology,Clarke,0,Discussion,0,15,,,Tue,11:15 AM,12:05 PM,20231,09/07/2021,12/07/2021,,,,,,,,,,0,0
CAS AR101 B2,Archaeology,Clarke,0,Discussion,0,15,,,Thu,11:15 AM,12:05 PM,20231,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AR101 B3,Archaeology,Clarke,0,Discussion,0,15,,,Mon,9:05 AM,9:55 AM,20231,09/13/2021,12/06/2021,,,,,,,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,
CAS AR101 B4,Archaeology,Clarke,0,Discussion,0,15,,,Mon,10:10 AM,11:00 AM,20231,09/13/2021,12/06/2021,,,,,,,,,,0,0
CAS AR200 A1,Heritage Mattrs,Elia,4,Independent,0,14,,,"Mon,Wed,Fri",10:10 AM,11:00 AM,20231,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AR200EMP,Heritage Mattrs,Staff,4,Independent,0,999,,,Arranged,,,36671,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AR205 A1,Origins of Civi,Bard,4,Independent,0,20,,,"Mon,Wed,Fri",11:15 AM,12:05 PM,20231,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AR232 A1,Ar Anc Egypt,Bard,4,Independent,0,15,,,"Mon,Wed,Fri",2:30 PM,3:20 PM,20231,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AR251 A1,Anc Maya Civ,Clarke,4,Independent,0,30,,,"Mon,Wed,Fri",1:25 PM,2:15 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AR290 A1,Arch Env Change,Robinson,4,Independent,0,30,,,"Tue,Thu",12:30 PM,1:45 PM,20231,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AR305 A1,Paleo Arch,Runnels,4,Independent,0,30,,,"Tue,Thu",9:30 AM,10:45 AM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AR307 A1,Arch Science,Marston,4,Lecture,0,30,,,"Tue,Thu",11:00 AM,12:15 PM,20231,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AR307 B1,Arch Science,Marston,0,Lab,0,15,,,Tue,12:30 PM,3:15 PM,20231,09/07/2021,12/07/2021,,,,,,,,,,0,0
CAS AR307 B2,Arch Science,Marston,0,Lab,0,15,,,Tue,3:30 PM,6:15 PM,20231,09/07/2021,12/07/2021,,,,,,,,,,0,0
CAS AR401 B1,Sr Indep Work,Staff,4,Directed Study,0,10,,,Arranged,,,20231,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AR401 B2,Sr Indep Work,Bard,4,Directed Study,0,10,,,Arranged,,,20231,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AR401 B3,Sr Indep Work,Berlin,4,Directed Study,0,10,,,Arranged,,,20231,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AR401 C1,Sr Indep Work,Carballo,4,Directed Study,0,10,,,Arranged,,,20231,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AR401 E1,Sr Indep Work,Elia,4,Directed Study,0,10,,,Arranged,,,20231,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AR401 M1,Sr Indep Work,Marston,4,Directed Study,0,10,,,Arranged,,,20231,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AR401 R1,Sr Indep Work,Runnels,4,Directed Study,0,10,,,Arranged,,,20231,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AR401 R2,Sr Indep Work,Staff,4,Directed Study,0,10,,,Arranged,,,20231,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AR401 W1,Sr Indep Work,West,4,Directed Study,0,10,,,Arranged,,,20231,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AR410 A1,Arch Res Design,West,4,Independent,0,12,,,Fri,11:15 AM,2:00 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AR435 A1,Materiality&Rel,Frankfurter,4,Independent,0,2,,,Mon,3:35 PM,6:20 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
CAS AR450 A1,Arch Methods,West,4,Independent,0,15,,,"Tue,Thu",2:00 PM,3:15 PM,,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AR480 A1,Arch Ethics&LAW,Elia,4,Independent,0,10,,,Fri,2:30 PM,5:15 PM,20231,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AR491 A1,Ds Archaeology,Staff,var,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AR491 B1,Ds Archaeology,Staff,var,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AR491 B2,Ds Archaeology,Staff,var,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AR491 B3,Ds Archaeology,Staff,var,Directed Study,0,5,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AR506 A1,Region Arch Gis,Robinson,4,Independent,0,24,,,Thu,3:30 PM,6:15 PM,20231,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AR590 A1,Ceramic Studies,Berlin,4,Independent,0,30,,,Wed,8:00 AM,10:45 AM,20231,09/08/2021,12/08/2021,,,,,,,,,,0,0
CAS AS100 A1,Cosmic Controvs,Mendillo,4,Lecture,0,48,,,"Mon,Wed,Fri",1:25 PM,2:15 PM,,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AS100 A2,Cosmic Controvs,Mendillo,0,Discussion,0,16,,,Mon,2:30 PM,3:20 PM,,09/13/2021,12/06/2021,,,,,,,,,,0,0
CAS AS100 A3,Cosmic Controvs,Mendillo,0,Discussion,0,16,,,Tue,2:00 PM,2:50 PM,,09/07/2021,12/07/2021,,,,,,,,,,0,0
CAS AS100 A4,Cosmic Controvs,Mendillo,0,Discussion,0,16,,,Wed,11:15 AM,12:05 PM,,09/08/2021,12/08/2021,,,,,,,,,,0,0
CAS AS101 A1,Solar System,Espaillat,4,Lecture,0,80,,,"Mon,Wed,Fri",11:15 AM,12:05 PM,20201,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AS101 A2,Solar System,Espaillat,0,Lab,0,10,,,Mon,2:30 PM,3:45 PM,20201,09/13/2021,12/06/2021,,,,,,,,,,0,0
CAS AS101 A3,Solar System,Espaillat,0,Lab,0,10,,,Tue,11:00 AM,12:15 PM,20201,09/07/2021,12/07/2021,,,,,,,,,,0,0
CAS AS101 A4,Solar System,Espaillat,0,Lab,0,10,,,Tue,2:00 PM,3:15 PM,20201,09/07/2021,12/07/2021,,,,,,,,,,0,0
CAS AS101 A5,Solar System,Espaillat,0,Lab,0,10,,,Tue,3:30 PM,4:45 PM,20201,09/07/2021,12/07/2021,,,,,,,,,,0,0
CAS AS101 A6,Solar System,Espaillat,0,Lab,0,10,,,Tue,5:00 PM,6:15 PM,20201,09/07/2021,12/07/2021,,,,,,,,,,0,0
CAS AS101 A7,Solar System,Espaillat,0,Lab,0,10,,,Wed,4:30 PM,5:45 PM,20201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CAS AS101 A8,Solar System,Espaillat,0,Lab,0,10,,,Thu,11:00 AM,12:15 PM,20201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AS101 A9,Solar System,Espaillat,0,Lab,0,10,,,Thu,2:00 PM,3:15 PM,20201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AS102 A1,The Astron Univ,TBA,4,Lecture,0,64,,,"Tue,Thu",11:00 AM,12:15 PM,20201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AS102 A2,The Astron Univ,TBA,0,Lab,0,16,,,Tue,3:30 PM,4:45 PM,20201,09/07/2021,12/07/2021,,,,,,,,,,0,0
CAS AS102 A3,The Astron Univ,TBA,0,Lab,0,16,,,Tue,5:00 PM,6:15 PM,20201,09/07/2021,12/07/2021,,,,,,,,,,0,0
CAS AS102 A4,The Astron Univ,TBA,0,Lab,0,16,,,Wed,4:30 PM,5:45 PM,20201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CAS AS102 A5,The Astron Univ,TBA,0,Lab,0,16,,,Thu,2:00 PM,3:15 PM,20201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AS105 A1,Alien Worlds,Hermes,4,Lecture,0,96,,,"Tue,Thu",2:00 PM,3:15 PM,20201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AS105 A2,Alien Worlds,Hermes,0,Discussion,0,12,,,Mon,11:15 AM,12:05 PM,20201,09/13/2021,12/06/2021,,,,,,,,,,0,0
CAS AS105 A3,Alien Worlds,Hermes,0,Discussion,0,12,,,Mon,1:25 PM,2:15 PM,20201,09/13/2021,12/06/2021,,,,,,,,,,0,0
CAS AS105 A4,Alien Worlds,Hermes,0,Discussion,0,12,,,Tue,11:15 AM,12:05 PM,20201,09/07/2021,12/07/2021,,,,,,,,,,0,0
CAS AS105 A5,Alien Worlds,Hermes,0,Discussion,0,12,,,Wed,9:05 AM,9:55 AM,20201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CAS AS105 A6,Alien Worlds,Hermes,0,Discussion,0,12,,,Wed,1:25 PM,2:15 PM,20201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CAS AS105 A7,Alien Worlds,Hermes,0,Discussion,0,12,,,Wed,3:35 PM,4:25 PM,20201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CAS AS105 A8,Alien Worlds,Hermes,0,Discussion,0,12,,,Thu,11:15 AM,12:05 PM,20201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AS105 A9,Alien Worlds,Hermes,0,Discussion,0,12,,,Thu,5:00 PM,5:50 PM,20201,09/02/2021,12/09/2021,,,,,,,,,,0,0
CAS AS202 A1,Prin of Astro 1,Withers,4,Lecture,0,36,,,"Mon,Wed,Fri",11:15 AM,12:05 PM,20201,09/03/2021,12/10/2021,,,,,,,,,,0,0
CAS AS202 A2,Prin of Astro 1,Withers,0,Lab,0,12,,,Mon,6:30 PM,9:15 PM,20201,09/13/2021,12/06/2021,,,,,,,,,,0,0
CAS AS202 A3,Prin of Astro 1,Withers,0,Lab,0,12,,,Tue,6:30 PM,9:15 PM,20201,09/07/2021,12/07/2021,,,,,,,,,,0,0
CAS AS202 A4,Prin of Astro 1,Withers,0,Lab,0,12,,,Wed,6:30 PM,9:15 PM,20201,09/08/2021,12/08/2021,,,,,,,,,,0,0
CAS AS311 A1,Planet Physics,Hughes,4,Independent,0,35,,,"Tue,Thu",12:30 PM,1:45 PM,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS311 A1,Planet Physics,,,,,,,,Fri,1:25 PM,2:15 PM,,,,,,,,,,,,,0,0
CAS AS401 B1,Honors Res Astr,Bania,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 B2,Honors Res Astr,Blanton,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 B3,Honors Res Astr,Brainerd,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 C1,Honors Res Astr,Clarke,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 C2,Honors Res Astr,Clemens,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 E1,Honors Res Astr,Espaillat,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 H1,Honors Res Astr,Hermes,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 H2,Honors Res Astr,Hughes,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 L1,Honors Res Astr,Li,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 M1,Honors Res Astr,Marscher,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 M2,Honors Res Astr,Martinis,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 M3,Honors Res Astr,Mendillo,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 M4,Honors Res Astr,Muirhead,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 O1,Honors Res Astr,Opher,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 O2,Honors Res Astr,Oppenheim,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS401 W1,Honors Res Astr,Withers,4,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 B1,Directed Study,Bania,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 B2,Directed Study,Blanton,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 B3,Directed Study,Brainerd,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 C1,Directed Study,Clarke,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 C2,Directed Study,Clemens,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 E1,Directed Study,Espaillat,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 H1,Directed Study,Hermes,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 H2,Directed Study,Hughes,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 L1,Directed Study,Li,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 M1,Directed Study,Marscher,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 M2,Directed Study,Martinis,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 M3,Directed Study,Mendillo,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 M4,Directed Study,Muirhead,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 O1,Directed Study,Opher,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 O2,Directed Study,Oppenheim,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS AS491 W1,Directed Study,Withers,var,Directed Study,0,10,,,Arranged,,,20201,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS BB140 A1,Undergr Bmb Res,Staff,2,Directed Study,0,10,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS BB140 B1,Undergr Bmb Res,,2,Directed Study,0,0,,,,,,,,,,,,,,,,,,0,0
CAS BB140 C1,Undergr Bmb Res,,2,Directed Study,0,0,,,,,,,,,,,,,,,,,,0,0
CAS BB140 D1,Undergr Bmb Res,,2,Directed Study,0,0,,,,,,,,,,,,,,,,,,0,0
CAS BB140 E1,Undergr Bmb Res,,2,Directed Study,0,0,,,,,,,,,,,,,,,,,,0,0
CAS BB141 A1,Undergr Bmb Res,Staff,2,Directed Study,0,10,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS BB141 B1,Undergr Bmb Res,,2,Directed Study,0,0,,,,,,,,,,,,,,,,,,0,0
CAS BB141 C1,Undergr Bmb Res,,2,Directed Study,0,0,,,,,,,,,,,,,,,,,,0,0
CAS BB141 D1,Undergr Bmb Res,,2,Directed Study,0,0,,,,,,,,,,,,,,,,,,0,0
CAS BB141 E1,Undergr Bmb Res,,2,Directed Study,0,0,,,,,,,,,,,,,,,,,,0,0
CAS BB240 A1,Undergr Bmb Res,Staff,2,Directed Study,0,10,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
CAS BB240 B1,Undergr Bmb Res,Bhatnagar,2,Directed Study,0,10,,,Arranged,,,,09/02/2021,12/10/2021,,,,,,,,,,0,0
